,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
835,CHEMBL2035182,330.0,nM,COCCOc1ccc2cc1CN(C)C/C=C/COCc1ccc(s1)-c1ccnc(n1)N2,6.48148606,452.18821175600004,8,1,4.492100000000003,True
836,CHEMBL3949057,330.0,nM,CCOC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3cccc4c3OCCC4)n2)c1,6.48148606,484.15805450000005,7,1,5.105600000000004,True
837,CHEMBL561179,330.0,nM,Nc1ccc(-c2nn3c(COc4ccc(Cl)cc4)nnc3s2)cc1,6.48148606,357.04510868400007,7,1,3.6674000000000015,True
839,CHEMBL489833,337.0,nM,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21,6.472370099,450.02151906,5,2,3.746500000000002,True
840,CHEMBL445607,340.0,nM,O=C1Nc2cccc(CCO)c2/C1=C/c1[nH]cc2c1CCNC2=O,6.468521083,323.126991404,3,4,1.3281,True
841,CHEMBL318522,341.0,nM,O=C(Nc1n[nH]c2cc(-c3cccs3)ccc12)C1CC1,6.467245621,283.077933036,3,2,3.6399000000000017,True
842,CHEMBL2011935,345.0,nM,COc1ccc(-c2nc3c(NCCCNC(=O)C4CC(O)C4)c(Br)cnc3[nH]2)cc1,6.462180905,473.1062517280001,6,4,3.0851000000000006,True
843,CHEMBL1081119,348.0,nM,N[C@H](CNc1nnc(-c2ccc3cnccc3c2)o1)Cc1ccc(C(F)(F)F)cc1,6.458420756,413.146344856,6,2,4.2855000000000025,True
844,CHEMBL3972796,350.0,nM,CCOC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3cccc4c3OCC4)n2)c1,6.455931956,470.14240443600005,7,1,4.715500000000004,True
845,CHEMBL497306,350.0,nM,COc1cccc(F)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,6.455931956,361.15501772000005,5,4,1.2914999999999999,True
846,CHEMBL5198038,350.0,nM,CC(C)n1cc(-c2ccnc3[nH]c(C4CCN(CC(=O)N(C)C)CC4)cc23)ccc1=O,6.455931956,421.247775232,5,1,3.2401000000000018,True
847,CHEMBL5190046,350.0,nM,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@@H]2CCC[C@@]2(C)O)C(=O)C32CC2)cc1,6.455931956,443.16272527999996,7,3,1.8099999999999992,True
848,CHEMBL203407,350.0,nM,NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc3ncnn23)cc1,6.455931956,388.1317595000001,8,2,2.2268,True
849,CHEMBL1823663,360.0,nM,CN1CC([C@@H](NC(=O)c2ccc3cnccc3c2)c2ccc(Cl)c(Cl)c2)C1,6.443697499,399.090517588,3,1,4.574300000000004,True
850,CHEMBL1800458,360.0,nM,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCNC2)n1,6.443697499,371.1957396600001,8,5,0.4401999999999993,True
851,CHEMBL405042,360.0,nM,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21,6.443697499,329.08341234000005,4,3,2.1292,True
852,CHEMBL3823522,361.0,nM,COc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,6.442492798,466.1632496560001,9,1,3.5768000000000013,True
853,CHEMBL3913590,367.0,nM,CC(C)N1CCN(C(=O)c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,6.435333936,502.28047232800003,8,2,3.1389000000000014,True
854,CHEMBL2011928,370.0,nM,COc1ccc(-c2nc3c(NCCCNC(C)=O)c(Br)cnc3[nH]2)cc1,6.431798276,417.08003698000005,5,3,3.334100000000001,True
855,CHEMBL4062453,370.0,nM,CN(C)CCn1cc(-c2ccn3c(-c4ccc(C(N)=O)c(OCc5cccc(F)c5)c4)cnc3c2)cn1,6.431798276,498.21795232400007,7,1,4.243400000000003,True
856,CHEMBL503917,370.0,nM,N#Cc1cnn2cccnc12,6.431798276,144.043596128,4,0,0.6009799999999998,True
857,CHEMBL5207533,375.0,nM,C[C@H]1CC[C@@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1,6.425968732,471.23827316800003,8,2,3.7463000000000015,True
858,CHEMBL82603,376.0,nM,Cc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,6.424812155,266.085541192,1,2,3.8481200000000015,True
859,CHEMBL3976450,380.0,nM,CCS(=N)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,6.420216403,418.12750331999996,6,2,4.740670000000003,True
860,CHEMBL3648098,390.0,nM,C[C@H](CO)Nc1nc(Nc2ccc(S(C)(=O)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br,6.408935393,563.06918507,8,3,3.900100000000003,True
861,CHEMBL2163607,390.0,nM,N[C@H]1CC[C@H](Nc2cc(Nc3ccccc3Cl)n3nccc3n2)CC1,6.408935393,356.15162235200006,6,3,3.8081000000000014,True
862,CHEMBL1922211,390.0,nM,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,6.408935393,411.274658676,8,3,4.011800000000003,True
863,CHEMBL3822543,392.0,nM,Cc1c(Nc2ncc(Cl)c(-c3cnc4ccccn34)n2)cnn1C1CCNCC1,6.406713933,408.1577703520001,8,2,3.617720000000002,True
864,CHEMBL3823007,392.0,nM,Cc1nn(C2CCNCC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,6.406713933,408.1577703520001,8,2,3.617720000000002,True
865,CHEMBL3942483,393.0,nM,O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCN(CC5CC5)CC4)cn3)nc12,6.40560745,500.2648222640001,8,2,2.750400000000001,True
866,CHEMBL5199065,396.0,nM,CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,6.402304814,287.21099580000003,5,2,2.9246000000000008,True
867,CHEMBL485602,400.0,nM,COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C)n2)cc1,6.397940009,416.1630596280001,8,1,2.19602,True
868,CHEMBL555229,400.0,nM,Sc1nn2c(COc3ccc(Cl)cc3)nnc2s1,6.397940009,297.97498052400005,7,1,2.706900000000001,True
869,CHEMBL1802728,400.0,nM,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,6.397940009,422.24302420000004,6,2,4.537600000000003,True
870,CHEMBL203571,400.0,nM,CCN(CC)c1cc(Nc2ccc(S(N)(=O)=O)cc2)n2ncnc2n1,6.397940009,361.1320938480001,8,2,1.3615,True
871,CHEMBL3940387,400.0,nM,CC(C)c1c2cc(-c3ccnc(N[C@H]4CC[C@H](NC5CCOCC5)CC4)n3)ccc2nn1C,6.397940009,448.29505977200006,7,2,4.645400000000004,True
872,CHEMBL102241,407.0,nM,COc1ccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)[nH]n2)cc1F,6.390405591,362.0848895600001,5,3,2.6154,True
873,CHEMBL3921855,410.0,nM,COc1cc(F)ccc1-c1nc(Nc2cccc(CS(=N)(=O)C3CC3)c2)ncc1F,6.387216143,430.12750332,6,2,4.8831700000000025,True
874,CHEMBL569720,410.0,nM,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,6.387216143,353.15126973200006,8,3,2.534019999999999,True
875,CHEMBL3934257,410.0,nM,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(=N)(=O)C3CC3)c2)ncc1F,6.387216143,448.11808150800005,6,2,5.022270000000003,True
876,CHEMBL3787112,410.0,nM,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,6.387216143,349.19026035600007,6,2,3.0429000000000013,True
877,CHEMBL248370,412.0,nM,CCNC(=O)N1CCC(Nc2ncc(C#N)c(-c3c[nH]c4cc(F)ccc34)n2)CC1,6.385102784,407.18698654400004,5,3,3.241480000000001,True
878,CHEMBL2035045,420.0,nM,CN1C/C=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,6.37675071,373.190260356,6,1,3.8004000000000024,True
879,CHEMBL365209,428.0,nM,Nc1nc2ccc(C(=O)c3ccccc3Cl)cn2c1C(=O)c1c(F)cccc1F,6.368556231,411.05861074399996,5,1,4.310100000000001,True
880,CHEMBL3916775,430.0,nM,CNC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,6.366531544,461.133316972,6,2,4.111200000000003,True
881,CHEMBL189937,439.0,nM,Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,6.35753548,482.1429715840001,7,2,4.130720000000002,True
884,CHEMBL361196,440.0,nM,O=C(Nc1ncnc2oc(-c3cccnc3)cc12)C1CC1,6.356547324,280.096025624,5,1,2.633300000000001,True
885,CHEMBL336242,440.0,nM,O=C(Nc1cc(CN[C@H]2Cc3ccc(Cl)cc3C2)n[nH]1)Nc1cccc2c1[C@@H]1CCCN1C2=O,6.356547324,476.17275172000006,4,4,4.254800000000002,True
886,CHEMBL521871,450.0,nM,CN(C)CC(O)COc1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,6.346787486,490.24408682000006,11,2,2.0677999999999988,True
887,CHEMBL1800453,450.0,nM,CCCCCCc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,6.346787486,372.2161407560001,7,4,2.096,True
888,CHEMBL1800463,450.0,nM,Nc1nc(NCCN2CCOCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,6.346787486,416.21720337599993,10,5,-0.2826999999999989,True
889,CHEMBL182419,450.0,nM,O=C(Nc1ncnc2oc(-c3cccnc3)cc12)C1CCCC1,6.346787486,308.127325752,5,1,3.4135000000000018,True
890,CHEMBL2064628,450.0,nM,CN(C)C[C@@H](OC(=O)N1Cc2c(NC(=O)C(C)(C)C)n[nH]c2C1(C)C)c1ccccc1,6.346787486,427.25833991600007,5,2,3.8845000000000027,True
891,CHEMBL189047,455.0,nM,C[C@@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCNC2=O)cc1,6.341988603,339.169524912,3,3,2.5589000000000004,True
892,CHEMBL2158861,460.0,nM,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(C)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,6.337242168,517.1896087240001,7,3,4.259220000000004,True
893,CHEMBL5190590,460.0,nM,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(c2cc(F)ccc2Cl)C(=O)C32CC2)cc1,6.337242168,473.072466304,6,2,3.630700000000002,True
894,CHEMBL5203908,460.0,nM,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@@H](C)C2CC2)C(=O)C32CC2)cc1,6.337242168,413.152160596,6,2,2.3049999999999997,True
895,CHEMBL578201,460.0,nM,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,6.337242168,352.1560207640001,7,3,3.1390200000000004,True
897,CHEMBL402548,462.0,nM,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,6.335358024,474.23793882,6,2,2.643700000000001,True
898,CHEMBL188074,462.0,nM,COc1cccc(OC)c1C(=S)c1c(N)nc2ccc(C(=O)c3c(F)cccc3F)cn12,6.335358024,453.09586884400005,7,1,4.209200000000003,True
899,CHEMBL4286578,470.0,nM,COc1cc(F)ccc1-c1ncnc(Nc2cccc(CS(C)(=N)=O)c2)n1,6.327902142,387.116524036,7,2,3.6064700000000007,True
900,CHEMBL5202653,470.0,nM,CC(=O)N(c1ccc(-c2cnn(C)c2)cc1)C1CCC(Nc2ccc(C#N)cn2)CC1,6.327902142,414.21680945200006,6,1,4.129980000000003,True
901,CHEMBL3354192,476.0,nM,COC1CCN(c2nccc(Nc3cc4c(C(C)C)n[nH]c4cn3)n2)CC1,6.322393047,367.21205842000006,7,2,3.230100000000001,True
902,CHEMBL5274920,477.0,nM,C=CC(=O)Nc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cncc(NC(=O)[C@@H](N)Cc5ccccc5)c4)cc23)cc1,6.321481621,545.217537724,6,5,4.510200000000003,True
903,CHEMBL3644031,480.0,nM,CS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(OC3CCCCC3)n2)cc1,6.318758763,415.11774716,6,1,4.354000000000003,True
904,CHEMBL260928,484.0,nM,O=C(Nc1n[nH]c2cc(-c3ccsc3)ccc12)C1CC1,6.315154638,283.077933036,3,2,3.6399000000000017,True
905,CHEMBL254050,490.0,nM,CC(=O)N1CCN(C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2C)CC1,6.30980392,531.039829044,7,1,4.808120000000004,True
906,CHEMBL103039,490.0,nM,NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(N4CCOCC4)c3)[nH]n2)cc1,6.30980392,399.13651053200005,6,3,2.3043000000000005,True
907,CHEMBL3822858,494.0,nM,COc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,6.306273051,466.1632496560001,9,1,3.5768000000000013,True
908,CHEMBL260929,497.0,nM,O=C(Nc1n[nH]c2cc(-c3ccc[nH]3)ccc12)C1CC1,6.303643611,266.116761068,2,3,2.906500000000001,True
909,CHEMBL5285145,499.0,nM,N[C@@H](COc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1)Cc1ccccc1,6.301899454,463.20082504000004,5,3,4.826000000000003,True
910,CHEMBL107530,500.0,nM,Nc1nc(Nc2cccc(Br)c2)nc(OCC2CCCCC2)c1N=O,6.301029996,405.08003698,7,2,4.9219000000000035,True
911,CHEMBL333605,500.0,nM,O=C(Nc1cc(C2CC2)[nH]n1)c1cccc(C(F)(F)F)c1,6.301029996,295.093246664,2,2,3.558200000000002,True
912,CHEMBL477063,500.0,nM,COc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O,6.301029996,451.00290392799997,6,3,1.8010999999999995,True
913,CHEMBL193456,500.0,nM,CN(C)S(=O)(=O)c1ccc(Nc2ccc(C(=O)c3c(F)cccc3F)c(N)n2)cc1,6.301029996,432.10676787600005,6,2,3.166900000000002,True
914,CHEMBL100391,500.0,nM,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,6.301029996,413.16185268800007,7,3,3.9185000000000016,True
915,CHEMBL257625,500.0,nM,CCNc1ccc2[nH]nc(NC(=O)Cc3ccccc3)c2c1,6.301029996,294.148061196,3,3,3.1759000000000013,True
916,CHEMBL1172241,500.0,nM,Cc1cc(CNC(=O)c2nn(CCCN)c3c2CCc2cnc(Nc4cccc(CC(=O)N(C)C)c4)nc2-3)ccn1,6.301029996,553.2913713600001,9,3,2.7952200000000005,True
917,CHEMBL496568,503.0,nM,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@@H](N)CC3)s2)o1,6.298432015,366.154803452,7,2,4.402700000000003,True
918,CHEMBL3352835,503.0,nM,COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1,6.298432015,472.11812930400004,7,2,4.789500000000004,True
919,CHEMBL3959867,510.0,nM,CCOc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=N)=O)c2)ncc1F,6.292429824,436.11808150800005,6,2,4.879770000000003,True
920,CHEMBL2011941,518.0,nM,O=C(NCCCNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc12)C1CCC1,6.28567024,554.20048646,6,3,4.970400000000005,True
921,CHEMBL3655763,520.0,nM,CC[C@H](Nc1nc(NCc2ccc(C)nc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,6.283996656,383.243358548,8,3,3.294020000000002,True
922,CHEMBL2158865,520.0,nM,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(Cl)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,6.283996656,537.134986308,7,3,4.604200000000003,True
923,CHEMBL251795,520.0,nM,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)[C@H](C)N)CC1,6.283996656,560.0663781400001,8,2,4.1354200000000025,True
924,CHEMBL57639,530.0,nM,O=C1Nc2ccc(Br)cc2/C1=C/c1[nH]cc2c1CCNC2=O,6.27572413,357.011288724,2,3,2.5558000000000005,True
925,CHEMBL3354191,530.0,nM,COC1CCN(c2nccc(Nc3cc4c(cn3)c(N)nn4C(C)C)n2)CC1,6.27572413,382.22295745200006,9,2,2.7432000000000007,True
926,CHEMBL522563,530.0,nM,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)c1ccc(F)cc1,6.27572413,420.17100213200007,5,3,3.1766000000000014,True
927,CHEMBL2042042,530.0,nM,C[C@@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,6.27572413,490.1650317000001,6,2,5.105600000000005,True
928,CHEMBL509772,538.0,nM,CC(C)(C)c1cnc(CSc2cnc(NC3CCNCC3)s2)o1,6.269217724,352.139153388,7,2,3.884800000000002,True
929,CHEMBL289422,540.0,nM,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1,6.26760624,393.11134134,5,1,4.607200000000002,True
930,CHEMBL254895,540.0,nM,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)CN)CC1,6.26760624,546.050728076,8,2,3.746920000000002,True
931,CHEMBL3822943,545.0,nM,CCOc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,6.263603498,480.1788997200001,9,1,3.9669000000000025,True
932,CHEMBL186952,547.0,nM,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1cccs1,6.262012674,383.054004032,6,1,3.7182000000000013,True
933,CHEMBL5270227,550.0,nM,N[C@H](Cc1ccccc1)C(=O)Nc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1,6.259637311,476.19607400800004,5,4,4.385700000000003,True
934,CHEMBL2348159,550.0,nM,Nc1nccc(-n2cc(-c3cc[nH]n3)c3cnccc32)n1,6.259637311,277.10759335200004,6,2,1.7877999999999998,True
935,CHEMBL245535,551.0,nM,CC(=O)NCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,6.258848401,426.15710165600007,5,3,2.8173000000000012,True
936,CHEMBL392614,555.0,nM,CCNC(=O)N1CCC[C@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,6.255707017,398.16218703600003,4,3,3.884100000000002,True
937,CHEMBL1234085,560.0,nM,CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,6.251811973,329.08341234000005,4,3,1.9997999999999996,True
938,CHEMBL2158011,560.0,nM,CCN(CC)S(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)c1,6.251811973,531.205258788,7,3,4.7310000000000025,True
939,CHEMBL3934755,560.0,nM,CCOC(=O)N=S(C)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,6.251811973,494.12356081200005,7,1,5.067400000000005,True
940,CHEMBL233554,570.0,nM,CN(C)CCNS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=N)NC3=O)o2)cc1,6.244125144,420.09259712000005,7,3,1.9251700000000003,True
941,CHEMBL396614,570.0,nM,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)c(Cl)c3)o2)S1,6.244125144,382.9801254799999,6,3,2.38607,True
942,CHEMBL3655776,570.0,nM,CC(C)n1cnc2c(NCc3cccnc3)nc(NCC(O)C(F)(F)F)nc21,6.244125144,395.16814292,8,3,2.749400000000001,True
943,CHEMBL553906,570.0,nM,Cc1nnc2sc(-c3ccc(N)cc3)nn12,6.244125144,231.05786628799999,6,1,1.7434199999999997,True
944,CHEMBL563150,574.0,nM,Cn1nc(C(=O)Nc2ccccc2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,6.241088108,396.16985926,6,2,3.9716000000000022,True
945,CHEMBL3421962,577.0,nM,CN1CCN(c2ccc(Nc3cc(-c4c[nH]c5cnccc45)ncn3)cc2)CC1,6.238824187,385.20149373600003,6,2,3.5153000000000016,True
946,CHEMBL5280467,577.0,nM,O=C(Nc1n[nH]c2ccc(-c3cncc(NC[C@H](CO)c4ccccc4)c3)cc12)c1ccccc1,6.238824187,463.20082504,5,4,5.0652000000000035,True
947,CHEMBL2442291,580.0,nM,Cc1nnc(-c2cccc(-c3cnn4ccc(NCCN)nc34)c2)o1,6.236572006,335.149458164,8,2,2.1253199999999994,True
948,CHEMBL4527978,580.0,nM,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCC2,6.236572006,306.148061196,4,1,3.670580000000002,True
949,CHEMBL507249,590.0,nM,O[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,6.229147988,327.20591042000007,5,3,3.239700000000002,True
951,CHEMBL14762,600.0,nM,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,6.22184875,354.216809452,7,3,3.2021000000000015,True
952,CHEMBL420135,600.0,nM,COc1cccc(C(=O)Nc2cc(C3CC3)[nH]n2)c1,6.22184875,257.11642672,3,2,2.548,True
953,CHEMBL1242833,600.0,nM,CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(Nc3ccccc3)cc12,6.22184875,360.156181268,4,2,5.602600000000003,True
954,CHEMBL278894,600.0,nM,CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccc(N)c3)cc12,6.22184875,360.15618126800007,4,2,5.108200000000004,True
955,CHEMBL418985,602.0,nM,CS(=O)(=O)Nc1ccc(Nc2cc(-c3cccc(Br)c3)[nH]n2)cc1,6.220403509,406.0099088200001,4,3,3.9543000000000017,True
956,CHEMBL188673,603.0,nM,COc1ccccc1C(=O)c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1,6.219682688,407.1081477800001,6,1,3.665300000000001,True
957,CHEMBL3884319,605.0,nM,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,6.218244625,386.174275944,5,2,4.2375000000000025,True
958,CHEMBL397531,605.0,nM,CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3cnc4ccccn34)n2)CC1,6.218244625,399.15743600400003,6,2,3.0505000000000013,True
959,CHEMBL1081629,607.0,nM,Cc1cc2cc(-c3nnc(NC[C@@H](N)Cc4ccc(C(F)(F)F)cc4)s3)ccc2cn1,6.216811309,443.13915130000004,6,2,5.062420000000004,True
960,CHEMBL5283549,609.0,nM,O=C(Nc1n[nH]c2ccc(-c3cncc(NC[C@@H](CO)Cc4ccccc4)c3)cc12)c1ccccc1,6.215382707,477.216475104,5,4,5.140300000000003,True
961,CHEMBL3621496,610.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4F)c23)CC1,6.214670165,430.180504196,3,2,3.6137000000000015,True
962,CHEMBL233970,610.0,nM,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)c(C(F)(F)F)c3)o2)S1,6.214670165,417.00648246,6,3,2.7514700000000003,True
963,CHEMBL392615,612.0,nM,CNC(=O)CN1CCC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,6.213248578,398.16218703600003,5,3,2.9006000000000007,True
964,CHEMBL73645,620.0,nM,Cc1nc2ccccn2c1-c1ccnc(Nc2ccc(Cl)cc2)n1,6.207608311,335.093773128,5,1,4.4967200000000025,True
965,CHEMBL4297488,620.0,nM,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,6.207608311,394.24810958,7,4,2.8471000000000015,True
966,CHEMBL3642653,620.0,nM,N#Cc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12,6.207608311,326.127994448,6,1,3.2750800000000018,True
967,CHEMBL3967732,628.0,nM,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCN(C5CCC5)CC4)cn3)nc12,6.202040356,486.2855577080001,8,2,3.6472000000000024,True
968,CHEMBL2207198,630.0,nM,O=C(NCCCNc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1C1CC1)C1CCC1,6.200659451,450.27432432800003,7,3,3.6525000000000016,True
970,CHEMBL4471323,630.0,nM,CCC1SCC(=O)N1c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCC2,6.200659451,380.13069687999996,5,1,3.3741800000000026,True
971,CHEMBL232123,630.0,nM,Cc1cc(N)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,6.200659451,299.07937251600003,6,4,2.4674200000000006,True
972,CHEMBL115047,630.0,nM,CCc1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,6.200659451,293.016374104,2,2,2.9869000000000003,True
973,CHEMBL421207,631.0,nM,O=C(Nc1n[nH]c2cc(-c3ccco3)ccc12)C1CC1,6.199970641,267.100776656,3,2,3.171400000000001,True
974,CHEMBL260231,639.0,nM,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1,6.194499142,361.983694072,4,2,3.7974000000000014,True
975,CHEMBL232737,640.0,nM,Cc1cc(N2CCN(C)CC2)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,6.193820026,382.1528718039999,7,3,2.6370200000000015,True
976,CHEMBL5199259,642.0,nM,[2H]C([2H])([2H])NS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@@H]2CCC[C@@H](O)C2)C(=O)C32CC2)cc1,6.192464972,446.1815555179999,7,3,1.8099999999999996,True
977,CHEMBL114432,650.0,nM,CCCc1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,6.187086643,307.0320241680001,2,2,3.3770000000000016,True
978,CHEMBL1234089,660.0,nM,N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,6.180456064,357.08956034,5,5,1.2634699999999994,True
979,CHEMBL455946,660.0,nM,NS(=O)(=O)c1ccc(NC(=O)c2n[nH]c3ccccc23)cc1,6.180456064,316.063011244,4,3,1.4626000000000001,True
980,CHEMBL5179962,670.0,nM,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@@H]2CCC[C@@H](O)C2)C(=O)C32CC2)cc1,6.173925197,443.16272527999996,7,3,1.8099999999999992,True
981,CHEMBL74680,680.0,nM,Clc1cccc(Nc2nccc(-n3cnc4ccccc43)n2)c1,6.167491087,321.078123064,5,1,4.212500000000002,True
982,CHEMBL1823655,680.0,nM,O=C(N[C@@H](c1ccc(Cl)c(Cl)c1)C1CNC1)c1ccc2cnccc2c1,6.167491087,385.074867524,3,2,4.232100000000003,True
983,CHEMBL2035048,680.0,nM,C1=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)COC/1,6.167491087,349.14264146799997,6,1,4.0832000000000015,True
